"","X","Year","Length_Category","Sector","SAUP","GearCode","NV","GT","P","NVActive","GTActive","PActive","NomEffort","NomEffortActive","CreepLinCompounded","CreepLogCompounded","Family","Code","EffEffortLin","EffEffortLog","Sector2"
"1430",267200,1981,"Less than 6m","UP",626,"TR",9,22.77322,0,6.507,16.46503806,0,1625.866,1175.501118,4428.52731972295,106.715816005489,"DT",267200,73627.7859920867,3360.9221690558,"AUP"
"1431",31017,1982,"12-24m","APW",534,"GN",1,47.79321,137.0599,0.723,34.55449083,99.0943077,27152.89,19631.53947,765.265258371658,478.57609854366,"NT",31017,234944.523813872,157100.131603852,"AUP"
"1432",31055,1982,"6-12m","APW",534,"GN",21,73.31063,322.2953,15.183,53.00358549,233.0195019,66082.68,47777.77764,765.265258371658,478.57609854366,"NT",31055,571790.471840916,382338.591757091,"AUP"
"1433",31123,1982,"Less than 6m","APW",534,"GN",10,11.927434,80.01658,7.23,8.623534782,57.85198734,16431.394,11879.897862,765.265258371658,478.57609854366,"NT",31123,142175.143748165,95068.118341537,"AUP"
"1434",31191,1982,"6-12m","UP",534,"GN",2,6.290451,0,1.446,4.547996073,0,496.5882,359.0332686,765.265258371658,478.57609854366,"NT",31191,4296.80517177317,2873.14063338819,"AUP"
"1435",31252,1982,"Less than 6m","UP",534,"GN",25,21.376554,0,18.075,15.455248542,0,6254.506,4522.007838,765.265258371658,478.57609854366,"NT",31252,54118.0675007709,36187.0767979791,"AUP"
"1436",35947,1982,"12-24m","APW",626,"GN",1,17.05147,53.08948,0.723,12.32821281,38.38369404,10800.73,7808.92779,765.265258371658,478.57609854366,"NT",35947,93454.9643405252,62490.4422482346,"AUP"
"1437",35984,1982,"6-12m","APW",626,"GN",3,11.83223,40.5878,2.169,8.55470229,29.3449794,8322.03,6016.82769,765.265258371658,478.57609854366,"NT",35984,72007.6343812669,48149.2764936329,"AUP"
"1438",36040,1982,"Less than 6m","APW",626,"GN",1,3.489078,7.804145,0.723,2.522603394,5.642396835,1600.144,1156.904112,765.265258371658,478.57609854366,"NT",36040,13845.4901159186,9258.05072628046,"AUP"
"1439",36088,1982,"12-24m","UP",626,"GN",2,47.13707,0,1.446,34.08010161,0,349.0954,252.3959742,765.265258371658,478.57609854366,"NT",36088,3020.60121477357,2019.78254551538,"AUP"
"1440",36156,1982,"6-12m","UP",626,"GN",776,6289.255,0,561.048,4547.131365,0,139768.44,101052.58212,765.265258371658,478.57609854366,"NT",36156,1209367.75348804,808666.787147336,"AUP"
"1441",36224,1982,"Less than 6m","UP",626,"GN",1078,2722.65798,0,779.394,1968.48171954,0,194742.663,140798.945349,765.265258371658,478.57609854366,"NT",36224,1685040.6061668,1126734.50178543,"AUP"
"1442",50298,1982,"6-12m","UP",626,"GU",11,91.47394,0,7.953,66.13565862,0,1981.254,1432.446642,157.007308700638,24.7374917711612,"OT",50298,5091.96758392374,2471.3665452158,"AUP"
"1443",62399,1982,"6-12m","UP",626,"HL",34,282.7376,0,24.582,204.4192848,0,6123.877,4427.563071,16706.3652607627,144.807624367652,"HL",62399,1029201.13673984,14991.717802897,"AUP"
"1444",86088,1982,"6-12m","APW",534,"LL",18,59.97688,250.83651,13.014,43.36328424,181.35479673,51430.95,37184.57685,1047.08129217473,88.3597730442573,"HL",86088,589954.805837739,96875.2206945054,"AUP"
"1445",86156,1982,"Less than 6m","APW",534,"LL",6,7.070382,47.25127,4.338,5.111886186,34.16266821,9704.946,7016.675958,1047.08129217473,88.3597730442573,"HL",86156,111323.61998166,18280.2142596677,"AUP"
"1446",86224,1982,"6-12m","UP",534,"LL",4,11.846092,0,2.892,8.564724516,0,993.1764,718.0665372,1047.08129217473,88.3597730442573,"HL",86224,11392.5406826945,1870.74481296912,"AUP"
"1447",86284,1982,"Less than 6m","UP",534,"LL",31,26.49588,0,22.413,19.15652124,0,7755.587,5607.289401,1047.08129217473,88.3597730442573,"HL",86284,88962.8875753354,14608.4060714499,"AUP"
"1448",89861,1982,"Less than 6m","APW",626,"LL",3,4.129353,13.26977,2.169,2.985522219,9.59404371,2720.803,1967.140569,16706.3652607627,144.807624367652,"HL",89861,457268.090205789,6660.73318802381,"AUP"
"1449",89926,1982,"6-12m","UP",626,"LL",12,99.78975,0,8.676,72.14798925,0,2161.368,1562.669064,16706.3652607627,144.807624367652,"HL",89926,363247.400709242,5291.19365464263,"AUP"
"1450",116117,1982,"Less than 6m","APW",534,"Multiple",3,3.5351908,23.165839,2.169,2.5559429484,16.748901597,4758.084,3440.094732,193.514063627882,26.2944371399389,"OT",116117,13965.6456992281,6009.19540644549,"AUP"
"1451",137643,1982,"6-12m","APW",534,"OT",4,13.902406,60.84299,2.892,10.051439538,43.98948177,12475.106,9019.501638,193.514063627882,26.2944371399389,"OT",137643,36616.1905624857,15755.3649053107,"AUP"
"1452",137711,1982,"Less than 6m","APW",534,"OT",4,4.8570528,32.709555,2.892,3.5116491744,23.649008265,6714.931,4854.895113,193.514063627882,26.2944371399389,"OT",137711,19709.2668479084,8480.58431078527,"AUP"
"1453",137779,1982,"6-12m","UP",534,"OT",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,193.514063627882,26.2944371399389,"OT",137779,1457.55620531655,627.163272093354,"AUP"
"1454",137826,1982,"Less than 6m","UP",534,"OT",10,8.547554,0,7.23,6.179881542,0,2501.8027,1808.8033521,193.514063627882,26.2944371399389,"OT",137826,7343.14276872207,3159.63763831679,"AUP"
"1455",142375,1982,"6-12m","UP",626,"OT",39,309.2184,0,28.197,223.5649032,0,7024.446,5078.674458,157.007308700638,24.7374917711612,"OT",142375,18053.3396157296,8762.11775121966,"AUP"
"1456",142443,1982,"Less than 6m","UP",626,"OT",79,199.174325,0,57.117,144.003036975,0,14271.4918,10318.2885714,157.007308700638,24.7374917711612,"OT",142443,36678.7769866122,17801.9009096469,"AUP"
"1457",161876,1982,"6-12m","APW",534,"PL",9,31.6034,139.76634,6.507,22.8492582,101.05106382,28657.37,20719.27851,1047.08129217473,88.3597730442573,"HL",161876,328723.330099293,53978.9570924531,"AUP"
"1458",161944,1982,"Less than 6m","APW",534,"PL",20,23.424478,156.23983,14.46,16.935897594,112.96139709,32093.336,23203.481928,1047.08129217473,88.3597730442573,"HL",161944,368136.653290778,60450.9348519309,"AUP"
"1459",162012,1982,"6-12m","UP",534,"PL",3,8.700866,0,2.169,6.290726118,0,744.8823,538.5499029,1047.08129217473,88.3597730442573,"HL",162012,8544.40551202085,1403.05860972684,"AUP"
"1460",162070,1982,"Less than 6m","UP",534,"PL",24,20.514567,0,17.352,14.832031941,0,6004.326,4341.127698,1047.08129217473,88.3597730442573,"HL",162070,68874.5002671833,11309.7348264373,"AUP"
"1461",165063,1982,"6-12m","UP",626,"PL",108,867.9114,0,78.084,627.4999422,0,19452.311,14064.020853,16706.3652607627,144.807624367652,"HL",165063,3269226.43831952,47620.7404437075,"AUP"
"1462",165131,1982,"Less than 6m","UP",626,"PL",169,426.906425,0,122.187,308.653345275,0,30530.1518,22073.2997514,16706.3652607627,144.807624367652,"HL",165131,5131008.82617332,74740.1393374179,"AUP"
"1463",188729,1982,"6-12m","UP",626,"PS",12,99.78975,0,8.676,72.14798925,0,2161.368,1562.669064,970.708718286045,333.289301941856,"SN",188729,23141.9556102447,9364.97631959465,"AUP"
"1464",188770,1982,"Less than 6m","UP",626,"PS",1,2.530357,0,0.723,1.829448111,0,180.6518,130.6112514,970.708718286045,333.289301941856,"SN",188770,1934.25457234067,782.744923165398,"AUP"
"1465",210852,1982,"6-12m","APW",534,"SE",2,6.951203,30.0089,1.446,5.025719769,21.6964347,6152.955,4448.586465,970.708718286045,333.289301941856,"SN",210852,65880.2256172171,26660.0957682965,"AUP"
"1466",210920,1982,"6-12m","UP",534,"SE",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,970.708718286045,333.289301941856,"SN",210920,5317.01315137974,2151.66354530563,"AUP"
"1467",214160,1982,"6-12m","UP",626,"SE",90,733.3249,0,65.07,530.1939027,0,16210.26,11720.01798,970.708718286045,333.289301941856,"SN",214160,173564.667076835,70237.3223969599,"AUP"
"1468",214219,1982,"Less than 6m","UP",626,"SE",4,10.12143,0,2.892,7.31779389,0,722.6073,522.4450779,970.708718286045,333.289301941856,"SN",214219,7737.0193600714,3130.98012595089,"AUP"
"1469",233251,1982,"6-12m","APW",534,"TP",15,51.81103,225.29157,10.845,37.45937469,162.88580511,46193.27,33397.73421,197.8821837365,29.0738045537345,"TP",233251,137601.521415298,59623.4110367789,"AUP"
"1470",233319,1982,"Less than 6m","APW",534,"TP",20,22.563681,148.653,14.46,16.313541363,107.476119,30554.411,22090.839153,197.8821837365,29.0738045537345,"TP",233319,91016.1467146254,39437.7407366848,"AUP"
"1471",233387,1982,"6-12m","UP",534,"TP",12,34.436056,0,8.676,24.897268488,0,2979.5293,2154.1996839,197.8821837365,29.0738045537345,"TP",233387,8875.48694390885,3845.79182530325,"AUP"
"1472",233455,1982,"Less than 6m","UP",534,"TP",47,40.16715,0,33.981,29.04084945,0,11758.471,8501.374533,197.8821837365,29.0738045537345,"TP",233455,35026.3901888231,15177.1058770476,"AUP"
"1473",236307,1982,"6-12m","UP",626,"TP",112,931.371,0,80.976,673.381233,0,20172.77,14584.91271,197.8821837365,29.0738045537345,"TP",236307,60091.0877961416,26037.7617228744,"AUP"
"1474",236375,1982,"Less than 6m","UP",626,"TP",35,88.56251,0,25.305,64.03069473,0,6322.813,4571.393799,197.8821837365,29.0738045537345,"TP",236375,18834.5334379753,8161.09529391812,"AUP"
"1475",264094,1982,"Less than 6m","APW",534,"TR",12,15.4319468,105.75893,8.676,11.1572975364,76.46370639,21692.7,15683.8221,1433.77645636958,588.88434309601,"DT",264094,332717.525350884,149437.613894788,"AUP"
"1476",267134,1982,"6-12m","UP",626,"TR",20,151.218,0,14.46,109.330614,0,3602.28,2604.44844,5001.5911208393,111.460441423486,"DT",267134,183773.59662777,7617.39718930995,"AUP"
"1477",267201,1982,"Less than 6m","UP",626,"TR",10,25.30357,0,7.23,18.29448111,0,1806.518,1306.112514,5001.5911208393,111.460441423486,"DT",267201,92161.1618843637,3820.07093719473,"AUP"
"1478",31018,1983,"12-24m","APW",534,"GN",1,47.79321,141.1799,0.723,34.55449083,102.0730677,27969.09,20221.65207,823.73570178547,510.186116001006,"NT",31018,258360.46979451,170663.503951826,"AUP"
"1479",31056,1983,"6-12m","APW",534,"GN",21,73.31063,318.3133,15.183,53.00358549,230.1405159,65266.23,47187.48429,823.73570178547,510.186116001006,"NT",31056,602887.467719419,398245.473897283,"AUP"
"1480",31124,1983,"Less than 6m","APW",534,"GN",10,11.927434,82.14185,7.23,8.623534782,59.38855755,16867.217,12194.997891,823.73570178547,510.186116001006,"NT",31124,155808.505326628,102921.416289761,"AUP"
"1481",31192,1983,"6-12m","UP",534,"GN",2,6.290451,0,1.446,4.547996073,0,496.5882,359.0332686,823.73570178547,510.186116001006,"NT",31192,4587.16249425383,3030.11225009931,"AUP"
"1482",31253,1983,"Less than 6m","UP",534,"GN",25,21.376554,0,18.075,15.455248542,0,6254.506,4522.007838,823.73570178547,510.186116001006,"NT",31253,57775.1048923143,38164.1272364499,"AUP"
"1483",35948,1983,"12-24m","APW",626,"GN",1,17.05147,55.66607,0.723,12.32821281,40.24656861,11324.92,8187.91716,823.73570178547,510.186116001006,"NT",35948,104612.329238643,69103.0894882211,"AUP"
"1484",35985,1983,"6-12m","APW",626,"GN",3,11.83223,39.80155,2.169,8.55470229,28.77652065,8160.818,5900.271414,823.73570178547,510.186116001006,"NT",35985,75384.389423735,49796.178388111,"AUP"
"1485",36041,1983,"Less than 6m","APW",626,"GN",1,3.489078,8.137648,0.723,2.522603394,5.883519504,1668.524,1206.342852,823.73570178547,510.186116001006,"NT",36041,15412.751880859,10181.1017901446,"AUP"
"1486",36089,1983,"12-24m","UP",626,"GN",2,47.13707,0,1.446,34.08010161,0,349.0954,252.3959742,823.73570178547,510.186116001006,"NT",36089,3224.71884309079,2130.13166239818,"AUP"
"1487",36157,1983,"6-12m","UP",626,"GN",728,5881.792,0,526.344,4252.535616,0,131123.01,94801.93623,823.73570178547,510.186116001006,"NT",36157,1211230.05662573,800094.401902611,"AUP"
"1488",36225,1983,"Less than 6m","UP",626,"GN",1159,2927.61698,0,837.957,2116.66707654,0,209375.463,151378.459749,823.73570178547,510.186116001006,"NT",36225,1934075.90250963,1277580.00553882,"AUP"
"1489",50299,1983,"6-12m","UP",626,"GU",10,83.15813,0,7.23,60.12332799,0,1801.14,1302.22422,164.467981970871,25.5758901558829,"OT",50299,4763.43861047015,2261.79758795367,"AUP"
"1490",62400,1983,"6-12m","UP",626,"HL",30,249.4744,0,21.69,180.3699912,0,5403.421,3906.673383,19529.6428520254,151.5402645954,"HL",62400,1060672.24409134,13591.7794806034,"AUP"
"1491",86089,1983,"6-12m","APW",534,"LL",18,59.97688,247.18233,13.014,43.36328424,178.71282459,50681.7,36642.8691,1135.10281612034,92.0087998123685,"HL",86089,625971.103957662,97313.3238945052,"AUP"
"1492",86157,1983,"Less than 6m","APW",534,"LL",6,7.070382,48.46935,4.338,5.111886186,35.04334005,9954.736,7197.274128,1135.10281612034,92.0087998123685,"HL",86157,122951.224673345,19113.9691180898,"AUP"
"1493",86225,1983,"6-12m","UP",534,"LL",4,11.846092,0,2.892,8.564724516,0,993.1764,718.0665372,1135.10281612034,92.0087998123685,"HL",86225,12266.7496854426,1906.98608565969,"AUP"
"1494",86285,1983,"Less than 6m","UP",534,"LL",30,25.64047,0,21.69,18.53805981,0,7505.406,5426.408538,1135.10281612034,92.0087998123685,"HL",86285,92699.480867265,14411.0399816455,"AUP"
"1495",89862,1983,"Less than 6m","APW",626,"LL",3,4.129353,13.676,2.169,2.985522219,9.887748,2804.095,2027.360685,19529.6428520254,151.5402645954,"HL",89862,550433.833731502,7053.42798250638,"AUP"
"1496",89927,1983,"6-12m","UP",626,"LL",35,291.0534,0,25.305,210.4316082,0,6303.991,4557.785493,19529.6428520254,151.5402645954,"HL",89927,1237450.91872382,15857.0756414702,"AUP"
"1497",110625,1983,"Less than 6m","APW",626,"MB",1,1.376451,4.161936,0.723,0.995174073,3.009079728,853.3537,616.9747251,164.467981970871,25.5758901558829,"OT",110625,2256.84730946376,1071.60650495316,"AUP"
"1498",116118,1983,"Less than 6m","APW",534,"Multiple",3,3.5351908,23.681734,2.169,2.5559429484,17.121893682,4863.84,3516.55632,203.249077464863,27.1910260696448,"OT",116118,14749.549929367,6186.36800238581,"AUP"
"1499",137644,1983,"6-12m","APW",534,"OT",4,13.902406,60.07933,2.892,10.051439538,43.43735559,12318.528,8906.295744,203.249077464863,27.1910260696448,"OT",137644,37355.8225172508,15668.0621598765,"AUP"
"1500",137712,1983,"Less than 6m","APW",534,"OT",4,4.8570528,33.598979,2.892,3.5116491744,24.292061817,6897.289,4986.739947,203.249077464863,27.1910260696448,"OT",137712,20915.9652625855,8772.73265008874,"AUP"
"1501",137780,1983,"6-12m","UP",534,"OT",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,203.249077464863,27.1910260696448,"OT",137780,1505.89913529937,631.61562692078,"AUP"
"1502",137827,1983,"Less than 6m","UP",534,"OT",10,8.547554,0,7.23,6.179881542,0,2501.8027,1808.8033521,203.249077464863,27.1910260696448,"OT",137827,7586.69360774104,3182.06852436808,"AUP"
"1503",142376,1983,"6-12m","UP",626,"OT",67,541.3063,0,48.441,391.3644549,0,12067.639,8724.902997,164.467981970871,25.5758901558829,"OT",142376,31915.0413348298,15154.0450950485,"AUP"
"1504",142444,1983,"Less than 6m","UP",626,"OT",85,214.356425,0,61.455,154.979695275,0,15355.4018,11101.9555014,164.467981970871,25.5758901558829,"OT",142444,40610.1212639788,19282.6824973625,"AUP"
"1505",161877,1983,"6-12m","APW",534,"PL",9,31.6034,138.07533,6.507,22.8492582,99.82846359,28310.648,20468.598504,1135.10281612034,92.0087998123685,"HL",161877,349665.610709917,54358.9354439043,"AUP"
"1506",161945,1983,"Less than 6m","APW",534,"PL",20,23.424478,160.20486,14.46,16.935897594,115.82811378,32906.469,23791.377087,1135.10281612034,92.0087998123685,"HL",161945,406428.725304767,63183.3161875291,"AUP"
"1507",162013,1983,"6-12m","UP",534,"PL",3,8.700866,0,2.169,6.290726118,0,744.8823,538.5499029,1135.10281612034,92.0087998123685,"HL",162013,9200.06226408196,1430.23956424477,"AUP"
"1508",162071,1983,"Less than 6m","UP",534,"PL",23,19.661346,0,16.629,14.215153158,0,5754.145,4160.246835,1135.10281612034,92.0087998123685,"HL",162071,71069.6069386477,11048.4647539634,"AUP"
"1509",165064,1983,"6-12m","UP",626,"PL",102,816.5067,0,73.746,590.3343441,0,18371.629,13282.687767,19529.6428520254,151.5402645954,"HL",165064,3606285.15879913,46212.0441970852,"AUP"
"1510",165132,1983,"Less than 6m","UP",626,"PL",182,459.801125,0,131.586,332.436213375,0,32878.6318,23771.2507914,19529.6428520254,151.5402645954,"HL",165132,6453957.99697245,82702.9974250673,"AUP"
"1511",188730,1983,"6-12m","UP",626,"PS",68,565.4753,0,49.164,408.8386419,0,12247.75,8855.12325,1050.46523800429,352.975036124112,"SN",188730,140906.10618767,55479.2499868909,"AUP"
"1512",188771,1983,"Less than 6m","UP",626,"PS",1,2.530357,0,0.723,1.829448111,0,180.6518,130.6112514,1050.46523800429,352.975036124112,"SN",188771,2078.33616082903,818.307556308859,"AUP"
"1513",210853,1983,"6-12m","APW",534,"SE",2,6.951203,29.59807,1.446,5.025719769,21.39940461,6068.719,4387.683837,1050.46523800429,352.975036124112,"SN",210853,69818.5024871616,27489.7820825209,"AUP"
"1514",210921,1983,"6-12m","UP",534,"SE",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,1050.46523800429,352.975036124112,"SN",210921,5713.07461703122,2249.42057833808,"AUP"
"1515",214161,1983,"6-12m","UP",626,"SE",134,1098.4657,0,96.882,794.1907011,0,24135.274,17449.803102,1050.46523800429,352.975036124112,"SN",214161,277667.937467088,109326.766120153,"AUP"
"1516",214220,1983,"Less than 6m","UP",626,"SE",4,10.12143,0,2.892,7.31779389,0,722.6073,522.4450779,1050.46523800429,352.975036124112,"SN",214220,8313.34579378137,3273.23067821047,"AUP"
"1517",233252,1983,"6-12m","APW",534,"TP",15,51.81103,222.40071,10.845,37.45937469,160.79571333,45600.52,32969.17596,200.973284925013,30.0759007763807,"TP",233252,137245.382986888,59315.2871487136,"AUP"
"1518",233320,1983,"Less than 6m","APW",534,"TP",20,22.563681,152.04727,14.46,16.313541363,109.93017621,31250.53,22594.13319,200.973284925013,30.0759007763807,"TP",233320,94055.7466974767,40649.4083948931,"AUP"
"1519",233388,1983,"6-12m","UP",534,"TP",11,31.658236,0,7.953,22.888904628,0,2731.2353,1974.6831219,200.973284925013,30.0759007763807,"TP",233388,8220.28860144153,3552.67891879748,"AUP"
"1520",233456,1983,"Less than 6m","UP",534,"TP",45,38.45852,0,32.535,27.80550996,0,11258.111,8139.614253,200.973284925013,30.0759007763807,"TP",233456,33883.9064972042,14644.0892936548,"AUP"
"1521",236308,1983,"6-12m","UP",626,"TP",100,831.5813,0,72.3,601.2332799,0,18011.4,13022.2422,200.973284925013,30.0759007763807,"TP",236308,54209.5022409838,23428.490792437,"AUP"
"1522",236376,1983,"Less than 6m","UP",626,"TP",38,96.15358,0,27.474,69.51903834,0,6864.769,4963.227987,200.973284925013,30.0759007763807,"TP",236376,20661.120761814,8929.41011296774,"AUP"
"1523",264095,1983,"Less than 6m","APW",534,"TR",12,15.4319468,109.031446,8.676,11.1572975364,78.829735458,22363.665,16168.929795,1566.07386125795,630.37296188548,"DT",264095,372595.176984293,163338.162446646,"AUP"
"1524",267135,1983,"6-12m","UP",626,"TR",21,158.7789,0,15.183,114.7971447,0,3782.394,2734.670862,5647.17344662473,116.313967412288,"DT",267135,217380.743614727,8181.84652456434,"AUP"
"1525",267202,1983,"Less than 6m","UP",626,"TR",10,25.30357,0,7.23,18.29448111,0,1806.518,1306.112514,5647.17344662473,116.313967412288,"DT",267202,103823.722804496,3907.75075781712,"AUP"
"1526",31019,1984,"12-24m","APW",534,"GN",1,47.79321,145.6684,0.723,34.55449083,105.3182532,28858.3,20864.5509,886.157295115368,543.523120117789,"NT",31019,284588.230696278,185709.832572952,"AUP"
"1527",31057,1984,"6-12m","APW",534,"GN",20,69.51203,297.1536,14.46,50.25719769,214.8420528,60927.7,44050.7271,886.157295115368,543.523120117789,"NT",31057,600842.958296006,392083.836056006,"AUP"
"1528",31125,1984,"Less than 6m","APW",534,"GN",10,11.927434,84.60602,7.23,8.623534782,61.17015246,17372.562,12560.362326,886.157295115368,543.523120117789,"NT",31125,171320.78751144,111796.453026797,"AUP"
"1529",31193,1984,"6-12m","UP",534,"GN",2,6.290451,0,1.446,4.547996073,0,496.5882,359.0332686,886.157295115368,543.523120117789,"NT",31193,4897.14076098209,3195.65987877677,"AUP"
"1530",31254,1984,"Less than 6m","UP",534,"GN",24,20.521144,0,17.352,14.836787112,0,6004.325,4341.126975,886.157295115368,543.523120117789,"NT",31254,59212.0890099358,38639.2195820124,"AUP"
"1531",35949,1984,"12-24m","APW",626,"GN",2,41.15675,222.75316,1.446,29.75633025,161.05053468,44441.82,32131.43586,886.157295115368,543.523120117789,"NT",35949,438266.250012041,285993.386701132,"AUP"
"1532",35986,1984,"6-12m","APW",626,"GN",1,3.84967,17.39893,0.723,2.78331141,12.57942639,3567.437,2579.256951,886.157295115368,543.523120117789,"NT",35986,35180.5402241448,22957.2818906364,"AUP"
"1533",36042,1984,"Less than 6m","APW",626,"GN",1,3.489078,8.495151,0.723,2.522603394,6.141994173,1741.826,1259.340198,886.157295115368,543.523120117789,"NT",36042,17177.1441672162,11209.0530222229,"AUP"
"1534",36090,1984,"12-24m","UP",626,"GN",2,47.13707,0,1.446,34.08010161,0,349.0954,252.3959742,886.157295115368,543.523120117789,"NT",36090,3442.62975401217,2246.50961026768,"AUP"
"1535",36158,1984,"6-12m","UP",626,"GN",773,6247.699,0,558.879,4517.086377,0,139228.14,100661.94522,886.157295115368,543.523120117789,"NT",36158,1373008.45946344,895965.270609963,"AUP"
"1536",36226,1984,"Less than 6m","UP",626,"GN",1245,3144.5034,0,900.135,2273.4759582,0,224911.515,162611.025345,886.157295115368,543.523120117789,"NT",36226,2217981.312727,1447357.59883219,"AUP"
"1537",50300,1984,"6-12m","UP",626,"GU",11,91.47394,0,7.953,66.13565862,0,1981.254,1432.446642,172.145231360772,26.4199236695584,"OT",50300,5391.88828214455,2504.69979450007,"AUP"
"1538",62401,1984,"6-12m","UP",626,"HL",32,266.106,0,23.136,192.394638,0,5763.649,4167.118227,22827.1988630209,158.458064270504,"HL",62401,1321443.26799652,14896.6156367463,"AUP"
"1539",86090,1984,"6-12m","APW",534,"LL",17,56.82427,232.23165,12.291,41.08394721,167.90348295,47616.24,34426.54152,1229.87869019838,95.7285178758618,"HL",86090,633238.228833717,93198.5608202132,"AUP"
"1540",86158,1984,"Less than 6m","APW",534,"LL",7,7.961848,55.26295,5.061,5.756416104,39.95511285,11356.125,8210.478375,1229.87869019838,95.7285178758618,"HL",86158,151022.686407291,22227.1751506302,"AUP"
"1541",86226,1984,"6-12m","UP",534,"LL",3,8.700866,0,2.169,6.290726118,0,744.8823,538.5499029,1229.87869019838,95.7285178758618,"HL",86226,9906.03097475957,1457.94708570963,"AUP"
"1542",86286,1984,"Less than 6m","UP",534,"LL",28,23.931839,0,20.244,17.302719597,0,7005.046,5064.648258,1229.87869019838,95.7285178758618,"HL",86286,93158.613992594,13710.8727123223,"AUP"
"1543",89863,1984,"Less than 6m","APW",626,"LL",3,4.129353,14.09908,2.169,2.985522219,10.19363484,2890.842,2090.078766,22827.1988630209,158.458064270504,"HL",89863,662789.094155731,7471.61427431872,"AUP"
"1544",89928,1984,"6-12m","UP",626,"LL",37,307.6851,0,26.751,222.4563273,0,6664.219,4818.230337,22827.1988630209,158.458064270504,"HL",89928,1527918.74279722,17224.2114261471,"AUP"
"1545",116119,1984,"Less than 6m","APW",534,"Multiple",3,3.5351908,24.293401,2.169,2.5559429484,17.564128923,4989.245,3607.224135,213.306973596596,28.093980059658,"OT",116119,15631.6525148195,6390.92249542748,"AUP"
"1546",137645,1984,"6-12m","APW",534,"OT",4,13.902406,59.43073,2.892,10.051439538,42.96841779,12185.539,8810.144697,213.306973596596,28.093980059658,"OT",137645,38178.1434573329,15608.9418968218,"AUP"
"1547",137713,1984,"Less than 6m","APW",534,"OT",4,4.8570528,34.631218,2.892,3.5116491744,25.038370614,7108.941,5139.764343,213.306973596596,28.093980059658,"OT",137713,22272.8079018676,9106.12546699285,"AUP"
"1548",137781,1984,"6-12m","UP",534,"OT",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,213.306973596596,28.093980059658,"OT",137781,1555.84546065781,636.099589886615,"AUP"
"1549",137828,1984,"Less than 6m","UP",534,"OT",9,7.692141,0,6.507,5.561417943,0,2251.6217,1627.9224891,213.306973596596,28.093980059658,"OT",137828,7054.48780511423,2884.19185141693,"AUP"
"1550",142377,1984,"6-12m","UP",626,"OT",70,566.2537,0,50.61,409.4014251,0,12607.981,9115.570263,172.145231360772,26.4199236695584,"OT",142377,34312.0190623722,15938.9999564724,"AUP"
"1551",142445,1984,"Less than 6m","UP",626,"OT",91,229.538625,0,65.793,165.956425875,0,16439.3118,11885.6224314,172.145231360772,26.4199236695584,"OT",142445,44738.8031322287,20782.5654293607,"AUP"
"1552",161878,1984,"6-12m","APW",534,"PL",9,31.6034,136.62613,6.507,22.8492582,98.78069199,28013.501,20253.761223,1229.87869019838,95.7285178758618,"HL",161878,372545.58017751,54830.4103124397,"AUP"
"1553",161946,1984,"Less than 6m","APW",534,"PL",21,24.315944,170.19026,15.183,17.580427512,123.04755798,34962.451,25277.852073,1229.87869019838,95.7285178758618,"HL",161946,464958.18542005,68431.4871553744,"AUP"
"1554",162014,1984,"6-12m","UP",534,"PL",3,8.700866,0,2.169,6.290726118,0,744.8823,538.5499029,1229.87869019838,95.7285178758618,"HL",162014,9906.03097475957,1457.94708570963,"AUP"
"1555",162072,1984,"Less than 6m","UP",534,"PL",22,18.805936,0,15.906,13.596691728,0,5503.965,3979.366695,1229.87869019838,95.7285178758618,"HL",162072,73196.0576509773,10772.8291189062,"AUP"
"1556",165065,1984,"6-12m","UP",626,"PL",106,849.015,0,76.638,613.837845,0,19092.083,13803.576009,22827.1988630209,158.458064270504,"HL",165065,4377279.83650301,49345.028150718,"AUP"
"1557",165133,1984,"Less than 6m","UP",626,"PL",195,492.695725,0,140.985,356.219009175,0,35227.1018,25469.1946014,22827.1988630209,158.458064270504,"HL",165133,8076587.68336482,91047.2854108799,"AUP"
"1558",188731,1984,"6-12m","UP",626,"PS",73,607.0543,0,52.779,438.9002589,0,13148.32,9506.23536,1136.16277821572,373.555156871088,"SN",188731,162534.637800693,62264.5474019126,"AUP"
"1559",188772,1984,"Less than 6m","UP",626,"PS",1,2.530357,0,0.723,1.829448111,0,180.6518,130.6112514,1136.16277821572,373.555156871088,"SN",188772,2233.15030977671,855.485914880444,"AUP"
"1560",210854,1984,"6-12m","APW",534,"SE",2,6.951203,29.25054,1.446,5.025719769,21.14814042,5997.464,4336.166472,1136.16277821572,373.555156871088,"SN",210854,74138.4176048877,28401.300053487,"AUP"
"1561",210922,1984,"6-12m","UP",534,"SE",2,5.923045,0,1.446,4.282361535,0,496.5882,359.0332686,1136.16277821572,373.555156871088,"SN",210922,6138.63848941144,2351.61902951331,"AUP"
"1562",214162,1984,"6-12m","UP",626,"SE",143,1173.3079,0,103.389,848.3016117,0,25756.304,18621.807792,1136.16277821572,373.555156871088,"SN",214162,318389.843092087,121970.305811394,"AUP"
