"","X","Year","Length_Category","Sector","SAUP","GearCode","NV","GT","P","NVActive","GTActive","PActive","NomEffort","NomEffortActive","CreepLinCompounded","CreepLogCompounded","Family","Code","EffEffortLin","EffEffortLog","Sector2"
"1",31023,1950,"6-12m","APW",534,"GN",6,20.853606,173.74116,4.338,15.077157138,125.61485868,35623.48,25755.77604,6.75751659367983,5.46341570917155,"NT",31023,38030.7425722462,37569.7388024736,"AUP"
"2",31091,1950,"Less than 6m","APW",534,"GN",3,3.5351908,24.730611,2.169,2.5559429484,17.880231753,5078.432,3671.706336,6.75751659367983,5.46341570917155,"NT",31091,5421.60788509875,5355.88785166759,"AUP"
"3",31159,1950,"6-12m","UP",534,"GN",3,9.435676,0,2.169,6.821993748,0,744.8823,538.5499029,6.75751659367983,5.46341570917155,"NT",31159,795.217845025884,785.578316593038,"AUP"
"4",31220,1950,"Less than 6m","UP",534,"GN",49,41.899897,0,35.427,30.293625531,0,12258.832,8863.135536,6.75751659367983,5.46341570917155,"NT",31220,13087.2246065913,12928.5829532489,"AUP"
"5",34308,1950,"6-12m","APW",616,"GN",126,1370.105,7647.2377,116.0325558,1261.7205147965,7042.28996143741,1554580.02,1431602.32473187,4.198,1.205,"NT",34308,1619841.2892396,1573312.709241,"AUP"
"6",34431,1950,"12-24m","I",616,"GN",155,4351.6353,17701.1,142.7384615,4007.39179181349,16300.82439263,3516865.8,3238658.15221914,4.198,1.205,"NT",34431,3664503.826284,3559244.03289,"I"
"7",34604,1950,"Less than 6m","UP",616,"GN",200,180,0,184.17866,165.760794,0,128120,117984.849596,4.198,1.205,"NT",34604,133498.4776,129663.846,"AUP"
"8",36124,1950,"6-12m","UP",626,"GN",32,264.5962,0,23.136,191.3030526,0,5763.649,4167.118227,6.75751659367983,5.46341570917155,"NT",36124,6153.12853757646,6078.54110488751,"AUP"
"9",36192,1950,"Less than 6m","UP",626,"GN",65,164.4732,0,46.995,118.9141236,0,11742.37,8489.73351,6.75751659367983,5.46341570917155,"NT",36192,12535.8626012413,12383.904487209,"AUP"
"10",50266,1950,"6-12m","UP",626,"GU",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,1.80935038025089,0.71,"OT",50266,183.372893343885,181.3928094,"AUP"
"11",54248,1950,"12-24m","I",234,"HL",55,3216.1229,20221.7203,39.765,2325.2568567,14620.3037769,3990826,2885367.198,6.31333333333333,3.3575,"HL",54248,4242780.14813333,4124817.98295,"I"
"12",54316,1950,"24-50m","I",234,"HL",67,22612.465,52174.52,48.441,16348.812195,37722.17796,10599730,7663604.79,6.31333333333333,3.3575,"HL",54316,11268926.2873333,10955615.93475,"I"
"13",62367,1950,"6-12m","UP",626,"HL",2,16.63163,0,1.446,12.02466849,0,360.228,260.444844,16.7988589290876,2.75017587591017,"HL",62367,420.742193543074,370.134903554274,"AUP"
"14",74177,1950,"12-24m","APW",234,"LL",1,19.5777,144.5019,0.723,14.1546771,104.4748737,29398.04,21254.78292,6.31333333333333,1.93,"HL",74177,31254.0362586667,29965.422172,"AUP"
"15",74301,1950,"6-12m","APW",234,"LL",27,205.24407,1296.7662,19.521,148.39146261,937.5619626,265160.48,191711.02704,6.31333333333333,1.93,"HL",74301,281900.944970667,270278.077264,"AUP"
"16",86056,1950,"6-12m","APW",534,"LL",6,20.207619,188.19374,4.338,14.610108537,136.06407402,38586.822,27898.272306,7.67352100902387,1.93726436867906,"HL",86056,41547.7898928846,39334.3507536116,"AUP"
"17",86124,1950,"Less than 6m","APW",534,"LL",2,2.2133288,14.845255,1.446,1.6002367224,10.733119365,3051.562,2206.279326,7.67352100902387,1.93726436867906,"HL",86124,3285.72425117339,3110.67882331415,"AUP"
"18",86192,1950,"6-12m","UP",534,"LL",8,23.324776,0,5.784,16.863813048,0,1986.3523,1436.1327129,7.67352100902387,1.93726436867906,"HL",86192,2138.77546105373,2024.83319534434,"AUP"
"19",86252,1950,"Less than 6m","UP",534,"LL",60,51.28314,0,43.38,37.07771022,0,15010.814,10852.818522,7.67352100902387,1.93726436867906,"HL",86252,16162.6719659155,15301.6131510707,"AUP"
"20",88305,1950,"6-12m","APW",616,"LL",94,1288.1,6781.375,86.5639702,1186.20265973,6244.9228022875,1377167.62,1268224.43423495,2.76,1.93,"HL",88305,1415177.446312,1403746.955066,"AUP"
"21",88428,1950,"12-24m","I",616,"LL",118,3317.5627,13782.588,108.6654094,3055.12126275991,12692.2929458604,2743008.1,2526017.78113573,2.76,3.83,"HL",88428,2818715.12356,2848065.31023,"I"
"22",88542,1950,"Less than 6m","UP",616,"LL",100,90,0,92.08933,82.880397,0,64060.02,58992.443215866,2.76,1.93,"HL",88542,65828.076552,65296.378386,"AUP"
"23",114092,1950,"12-24m","APW",234,"Multiple",1,19.5777,144.3289,0.723,14.1546771,104.3497947,29362.84,21229.33332,7.82,1.54,"OT",114092,31659.014088,29815.027736,"AUP"
"24",114213,1950,"6-12m","APW",234,"Multiple",19,142.10561,897.36332,13.737,102.74235603,648.79368036,183498.4,132669.3432,7.82,1.54,"OT",114213,197847.97488,186324.27536,"AUP"
"25",116148,1950,"6-12m","UP",534,"Multiple",1,2.77782,0,0.723,2.00836386,0,248.2941,179.5166343,3.3167112051309,0.709919573664536,"OT",116148,256.529298236379,250.056788416154,"AUP"
"26",116152,1950,"Less than 6m","UP",534,"Multiple",1,0.8554131,0,0.723,0.6184636713,0,250.1802,180.8802846,3.3167112051309,0.709919573664536,"OT",116152,258.477954726419,251.956278209233,"AUP"
"27",137611,1950,"6-12m","APW",534,"OT",2,6.951203,57.91371,1.446,5.025719769,41.87161233,11874.493,8585.258439,3.3167112051309,0.709919573664536,"OT",137611,12268.3356398835,11958.7923500804,"AUP"
"28",137679,1950,"Less than 6m","APW",534,"OT",1,1.321862,9.885354,0.723,0.955706226,7.147110942,2026.87,1465.42701,3.3167112051309,0.709919573664536,"OT",137679,2094.09542440344,2041.25914686273,"AUP"
"29",137747,1950,"6-12m","UP",534,"OT",4,11.846092,0,2.892,8.564724516,0,993.1764,718.0665372,3.3167112051309,0.709919573664536,"OT",137747,1026.11719294552,1000.22715366462,"AUP"
"30",137794,1950,"Less than 6m","UP",534,"OT",19,16.239696,0,13.737,11.741300208,0,4753.424,3436.725552,3.3167112051309,0.709919573664536,"OT",137794,4911.08134643538,4787.16948739527,"AUP"
"31",140709,1950,"Less than 6m","UP",616,"OT",100,90,0,92.08933,82.880397,0,64060.02,58992.443215866,5.72977150936481,1.88592159534017,"OT",140709,67730.5127748534,65268.1417511592,"AUP"
"32",142343,1950,"6-12m","UP",626,"OT",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,1.80935038025089,0.71,"OT",142343,183.372893343885,181.3928094,"AUP"
"33",142411,1950,"Less than 6m","UP",626,"OT",5,12.65179,0,3.615,9.14724417,0,903.2591,653.0563293,1.80935038025089,0.71,"OT",142411,919.602221960501,909.67223961,"AUP"
"34",161844,1950,"6-12m","APW",534,"PL",3,10.749798,79.64423,2.169,7.772103954,57.58277829,16330.069,11806.639887,7.67352100902387,1.93726436867906,"HL",161844,17583.1602755031,16646.4256081177,"AUP"
"35",161912,1950,"Less than 6m","APW",534,"PL",5,5.74852,39.575862,3.615,4.15617996,28.613348226,8129.995,5877.986385,7.67352100902387,1.93726436867906,"HL",161912,8753.85187435759,8287.49449631039,"AUP"
"36",161980,1950,"6-12m","UP",534,"PL",6,17.401731,0,4.338,12.581451513,0,1489.7645,1077.0997335,7.67352100902387,1.93726436867906,"HL",161980,1604.08189189248,1518.62517683573,"AUP"
"37",162038,1950,"Less than 6m","UP",534,"PL",47,40.17591,0,33.981,29.04718293,0,11758.471,8501.374533,7.67352100902387,1.93726436867906,"HL",162038,12660.759742525,11986.2636689845,"AUP"
"38",165031,1950,"6-12m","UP",626,"PL",2,16.63163,0,1.446,12.02466849,0,360.228,260.444844,16.7988589290876,2.75017587591017,"HL",165031,420.742193543074,370.134903554274,"AUP"
"39",165099,1950,"Less than 6m","UP",626,"PL",10,25.30357,0,7.23,18.29448111,0,1806.518,1306.112514,16.7988589290876,2.75017587591017,"HL",165099,2109.99241034857,1856.20042222997,"AUP"
"40",178176,1950,"12-24m","I",234,"PS",19,1143.62588,7201.7833,13.737,826.84151124,5206.8893259,1420868.69,1027288.06287,3.8,3.695,"SN",178176,1474861.70022,1473369.7880955,"I"
"41",178244,1950,"24-50m","I",234,"PS",23,7686.602,17738.869,16.629,5557.413246,12825.202287,3603815,2605558.245,3.8,3.695,"SN",178244,3740759.97,3736975.96425,"I"
"42",210888,1950,"6-12m","UP",534,"SE",5,14.623912,0,3.615,10.573088376,0,1241.4705,897.5831715,7.44894651142067,4.54332338556025,"SN",210888,1333.94697350007,1297.87451955133,"AUP"
"43",214128,1950,"6-12m","UP",626,"SE",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,7.44894651142067,4.54332338556025,"SN",214128,193.53059551958,188.297161482668,"AUP"
"44",233219,1950,"6-12m","APW",534,"TP",6,20.853606,173.74116,4.338,15.077157138,125.61485868,35623.48,25755.77604,3.235,0.776374591351712,"TP",233219,36775.899578,35900.0516472753,"AUP"
"45",233287,1950,"Less than 6m","APW",534,"TP",5,5.318124,34.65041,3.615,3.845003652,25.05224643,7127.816,5153.410968,3.235,0.776374591351712,"TP",233287,7358.4008476,7183.1545523423,"AUP"
"46",233355,1950,"6-12m","UP",534,"TP",22,63.68388,0,15.906,46.04344524,0,5462.47,3949.36581,3.235,0.776374591351712,"TP",233355,5639.1809045,5504.87922914021,"AUP"
"47",233423,1950,"Less than 6m","UP",534,"TP",91,77.77244,0,65.793,56.22947412,0,22766.397,16460.105031,3.235,0.776374591351712,"TP",233423,23502.88994295,22943.1495216743,"AUP"
"48",235033,1950,"Less than 6m","UP",616,"TP",200,180,0,184.17866,165.760794,0,128120,117984.849596,3.235,0.776374591351712,"TP",235033,132264.682,129114.69112644,"AUP"
"49",236275,1950,"6-12m","UP",626,"TP",7,58.21069,0,5.061,42.08632887,0,1260.798,911.556954,3.235,0.776374591351712,"TP",236275,1301.5848153,1270.58651532027,"AUP"
"50",236343,1950,"Less than 6m","UP",626,"TP",2,5.060715,0,1.446,3.658896945,0,361.3036,261.2225028,3.235,0.776374591351712,"TP",236343,372.99177146,364.108669348039,"AUP"
"51",251138,1950,"12-24m","APW",234,"TR",2,39.1554,289.0039,1.446,28.3093542,208.9498197,58796.08,42509.56584,1.19,0.16,"DT",251138,59495.753352,58890.153728,"AUP"
"52",251262,1950,"6-12m","APW",234,"TR",31,234.39842,1480.4818,22.413,169.47005766,1070.3883414,302730.19,218873.92737,1.19,0.16,"DT",251262,306332.679261,303214.558304,"AUP"
"53",251359,1950,"12-24m","I",234,"TR",29,1725.17747,10845.5138,20.967,1247.30331081,7841.3064774,2140016.42,1547231.87166,7.82,5.88,"DT",251359,2307365.704044,2265849.385496,"I"
"54",251427,1950,"24-50m","I",234,"TR",34,11452.42,26425.48,24.582,8280.09966,19105.62204,5368578,3881481.894,7.82,5.88,"DT",251427,5788400.7996,5684250.3864,"I"
"55",264062,1950,"Less than 6m","APW",534,"TR",3,3.965586,29.65606,2.169,2.867118678,21.44133138,6080.611,4396.281753,8.6255988830031,6.02258117857788,"DT",264062,6605.10011449576,6446.82073362854,"AUP"
"56",267169,1950,"Less than 6m","UP",626,"TR",1,2.530357,0,0.723,1.829448111,0,180.6518,130.6112514,12.6545289595694,2.29524063987039,"DT",267169,203.512434346983,184.798193530257,"AUP"
"57",287561,1950,"12-24m","I",616,"TRS",119,4137.9739,15642.601,109.5863027,3810.63244008487,14405.1664554733,3097036.6,2852040.25479478,1.27,1.47,"DT",287561,3136368.96482,3142563.03802,"I"
"58",31024,1951,"6-12m","APW",534,"GN",6,20.853606,170.63023,4.338,15.077157138,123.36565629,34985.63,25294.61049,13.9716734924982,11.2253205304553,"NT",31024,39873.7079928935,38912.8791070991,"AUP"
"59",31092,1951,"Less than 6m","APW",534,"GN",3,3.5351908,24.38679,2.169,2.5559429484,17.63164917,5007.975,3620.765925,13.9716734924982,11.2253205304553,"NT",31092,5707.67291558594,5570.13624583507,"AUP"
"60",31160,1951,"6-12m","UP",534,"GN",3,9.435676,0,2.169,6.821993748,0,744.8823,538.5499029,13.9716734924982,11.2253205304553,"NT",31160,848.954822859411,828.497725749628,"AUP"
"61",31221,1951,"Less than 6m","UP",534,"GN",49,41.899897,0,35.427,30.293625531,0,12258.832,8863.135536,13.9716734924982,11.2253205304553,"NT",31221,13971.5959810339,13634.92518529,"AUP"
"62",34309,1951,"6-12m","APW",616,"GN",128,1279.42,7069.6584,117.8743424,1178.209305886,6510.40105384872,1437638.05,1323911.24807007,6.20902139999999,2.42452024999997,"NT",34309,1526901.30417904,1472493.87564395,"AUP"
"63",34432,1951,"12-24m","I",616,"GN",199,5768.656,22452.118,183.2577667,5312.3166604048,20676.0050370094,4457107.4,4104520.34204042,6.20902139999999,2.42452024999997,"NT",34432,4733850.15228698,4565170.87147725,"I"
"64",34605,1951,"Less than 6m","UP",616,"GN",217,195.3,0,199.8338461,179.85046149,0,139010.2,128013.56181166,6.20902139999999,2.42452024999997,"NT",34605,147641.373066183,142380.530448565,"AUP"
"65",36125,1951,"6-12m","UP",626,"GN",33,272.1571,0,23.859,196.7695833,0,5943.7631,4297.3407213,13.9716734924982,11.2253205304553,"NT",36125,6774.20627349959,6610.96955954593,"AUP"
"66",36193,1951,"Less than 6m","UP",626,"GN",71,179.6554,0,51.333,129.8908542,0,12826.28,9273.40044,13.9716734924982,11.2253205304553,"NT",36193,14618.3259628336,14266.0710421337,"AUP"
"67",50267,1951,"6-12m","UP",626,"GU",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,3.93932935709069,1.42504100000003,"OT",50267,187.20928367823,182.68069834674,"AUP"
"68",54249,1951,"12-24m","I",234,"HL",51,2962.4153,18653.002,36.873,2141.8262619,13486.120446,3681389.7,2661644.7531,13.0252484444444,6.82772806249998,"HL",54249,4160899.85463319,3932744.97763688,"I"
"69",54317,1951,"24-50m","I",234,"HL",59,19723.777,45517.83,42.657,14260.290771,32909.39109,9247365,6685844.895,13.0252484444444,6.82772806249998,"HL",54317,10451857.2658146,9878749.9351468,"I"
"70",62368,1951,"6-12m","UP",626,"HL",3,24.94744,0,2.169,18.03699912,0,540.3421,390.6673383,36.419734471369,5.57598642530475,"HL",62368,737.133258057019,570.471502146207,"AUP"
"71",74178,1951,"12-24m","APW",234,"LL",1,19.5777,140.9966,0.723,14.1546771,101.9405418,28684.9,20739.1827,13.0252484444444,3.89724900000001,"HL",74178,32421.1794910404,29802.821978401,"AUP"
"72",74302,1951,"6-12m","APW",234,"LL",25,188.25197,1167.588,18.075,136.10617431,844.166124,238752.74,172618.23102,13.0252484444444,3.89724900000001,"HL",74302,269850.877552918,248057.528772123,"AUP"
"73",86057,1951,"6-12m","APW",534,"LL",7,23.360229,219.36205,5.061,16.889445567,158.59876215,44977.503,32518.734669,15.9358712648071,3.91205866969968,"HL",86057,52145.0599762047,46737.0493055259,"AUP"
"74",86125,1951,"Less than 6m","APW",534,"LL",2,2.2133288,14.685742,1.446,1.6002367224,10.617791466,3018.894,2182.660362,15.9358712648071,3.91205866969968,"HL",86125,3499.98106146099,3136.99490445604,"AUP"
"75",86193,1951,"6-12m","UP",534,"LL",7,20.546956,0,5.061,14.855449188,0,1738.0586,1256.6163678,15.9358712648071,3.91205866969968,"HL",86193,2015.03338100291,1806.05247214576,"AUP"
"76",86253,1951,"Less than 6m","UP",534,"LL",59,50.42772,0,42.657,36.45924156,0,14760.634,10671.938382,15.9358712648071,3.91205866969968,"HL",86253,17112.8696321093,15338.0786620996,"AUP"
"77",88306,1951,"6-12m","APW",616,"LL",86,1180.6,6186.0283,79.1968238,1087.20662998,5696.67201508039,1256338.55,1156953.75322672,6.0239467156382,3.89735812149399,"HL",88306,1332019.71482002,1305302.56251188,"AUP"
"78",88429,1951,"12-24m","I",616,"LL",150,4390.4467,17378.913,138.133995,4043.13295003711,16004.1245429829,3454334.6,3181073.58909818,6.0239467156382,8.87200618002149,"HL",88429,3662421.87568385,3760803.37919062,"I"
"79",88543,1951,"Less than 6m","UP",616,"LL",108,97.2,0,99.4564764,89.51082876,0,69184.82,63711.837199706,6.0239467156382,3.89735812149399,"HL",88543,73352.4766921102,71881.200201111,"AUP"
"80",114093,1951,"12-24m","APW",234,"Multiple",1,19.5777,140.8869,0.723,14.1546771,101.8612287,28662.58,20723.04534,16.251524,3.10371600000001,"OT",114093,33320.6860677192,29552.1850814728,"AUP"
"81",114214,1951,"6-12m","APW",234,"Multiple",18,133.60961,828.47246,13.014,96.59974803,598.98558858,169415.08,122487.10284,16.251524,3.10371600000001,"OT",114214,196947.612385819,174673.242944373,"AUP"
"82",116149,1951,"6-12m","UP",534,"Multiple",1,2.77782,0,0.723,2.00836386,0,248.2941,179.5166343,6.74342814244422,1.42487900533979,"OT",116149,265.037634215429,251.831990502397,"AUP"
"83",116153,1951,"Less than 6m","UP",534,"Multiple",1,0.8554131,0,0.723,0.6184636713,0,250.1802,180.8802846,6.74342814244422,1.42487900533979,"OT",116153,267.050922013623,253.744965145317,"AUP"
"84",137612,1951,"6-12m","APW",534,"OT",2,6.951203,56.87675,1.446,5.025719769,41.12189025,11661.876,8431.536348,6.74342814244422,1.42487900533979,"OT",137612,12448.2862281209,11828.0436227528,"AUP"
"85",137680,1951,"Less than 6m","APW",534,"OT",1,1.321862,9.701052,0.723,0.955706226,7.013860596,1989.081,1438.105563,6.74342814244422,1.42487900533979,"OT",137680,2123.21324793001,2017.4229975682,"AUP"
"86",137748,1951,"6-12m","UP",534,"OT",4,11.846092,0,2.892,8.564724516,0,993.1764,718.0665372,6.74342814244422,1.42487900533979,"OT",137748,1060.15053686171,1007.32796200959,"AUP"
"87",137795,1951,"Less than 6m","UP",534,"OT",19,16.239696,0,13.737,11.741300208,0,4753.424,3436.725552,6.74342814244422,1.42487900533979,"OT",137795,5073.9677317457,4821.15454061078,"AUP"
"88",140710,1951,"Less than 6m","UP",616,"OT",108,97.2,0,99.4564764,89.51082876,0,69184.82,63711.837199706,11.8740652802794,3.80506066384174,"OT",140710,77399.8706908438,71817.3443711697,"AUP"
"89",142344,1951,"6-12m","UP",626,"OT",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,3.93932935709069,1.42504100000003,"OT",142344,187.20928367823,182.68069834674,"AUP"
"90",142412,1951,"Less than 6m","UP",626,"OT",5,12.65179,0,3.615,9.14724417,0,903.2591,653.0563293,3.93932935709069,1.42504100000003,"OT",142412,938.841450896893,916.130912511231,"AUP"
"91",161845,1951,"6-12m","APW",534,"PL",3,10.749798,78.55062,2.169,7.772103954,56.79209826,16105.838,11644.520874,15.9358712648071,3.91205866969968,"HL",161845,18672.4436097984,16735.9078318068,"AUP"
"92",161913,1951,"Less than 6m","APW",534,"PL",5,5.74852,39.072541,3.615,4.15617996,28.249447143,8026.871,5803.427733,15.9358712648071,3.91205866969968,"HL",161913,9306.02282915213,8340.88690286111,"AUP"
"93",161981,1951,"6-12m","UP",534,"PL",6,17.401731,0,4.338,12.581451513,0,1489.7645,1077.0997335,15.9358712648071,3.91205866969968,"HL",161981,1727.1714528688,1548.04496128036,"AUP"
"94",162039,1951,"Less than 6m","UP",534,"PL",46,39.3205,0,33.258,28.4287215,0,11508.29,8320.49367,15.9358712648071,3.91205866969968,"HL",162039,13342.2362791807,11958.5010566792,"AUP"
"95",165032,1951,"6-12m","UP",626,"PL",3,24.94744,0,2.169,18.03699912,0,540.3421,390.6673383,36.419734471369,5.57598642530475,"HL",165032,737.133258057019,570.471502146207,"AUP"
"96",165100,1951,"Less than 6m","UP",626,"PL",11,27.83393,0,7.953,20.12393139,0,1987.17,1436.72391,36.419734471369,5.57598642530475,"HL",165100,2710.8920374947,2097.97432944773,"AUP"
"97",178177,1951,"12-24m","I",234,"PS",23,1356.32477,8532.0128,16.629,980.62280871,6168.6452544,1683658.42,1217285.03766,7.74440000000001,7.52653025000001,"SN",178177,1814047.66267848,1810379.48028797,"I"
"98",178245,1951,"24-50m","I",234,"PS",26,8701.151,20079.792,18.798,6290.932173,14517.689616,4079395,2949402.585,7.74440000000001,7.52653025000001,"SN",178245,4395319.66638,4386431.89869199,"I"
"99",210889,1951,"6-12m","UP",534,"SE",5,14.623912,0,3.615,10.573088376,0,1241.4705,897.5831715,15.4527610641414,9.29306464497828,"SN",210889,1433.3119700468,1356.84115611334,"AUP"
"100",214129,1951,"6-12m","UP",626,"SE",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,15.4527610641414,9.29306464497828,"SN",214129,207.946586063068,196.852110454656,"AUP"
"101",233220,1951,"6-12m","APW",534,"TP",6,20.853606,170.63023,4.338,15.077157138,123.36565629,34985.63,25294.61049,6.57465225000002,1.55877675776439,"TP",233220,37285.8135099717,35530.9778689974,"AUP"
"102",233288,1951,"Less than 6m","APW",534,"TP",6,6.639986,44.05723,4.338,4.800709878,31.85337729,9056.684,6547.982532,6.57465225000002,1.55877675776439,"TP",233288,9652.12947838139,9197.85748521617,"AUP"
"103",233356,1951,"6-12m","UP",534,"TP",22,63.68388,0,15.906,46.04344524,0,5462.47,3949.36581,6.57465225000002,1.55877675776439,"TP",233356,5821.60840676058,5547.61771275985,"AUP"
"104",233424,1951,"Less than 6m","UP",534,"TP",91,77.77463,0,65.793,56.23105749,0,22766.397,16460.105031,6.57465225000002,1.55877675776439,"TP",233424,24263.2084326044,23121.2743050164,"AUP"
"105",235034,1951,"Less than 6m","UP",616,"TP",216,194.4,0,198.9129528,179.02165752,0,138369.6,127423.63756368,6.57465225000002,1.55877675776439,"TP",235034,147466.920019716,140526.473164612,"AUP"
"106",236276,1951,"6-12m","UP",626,"TP",10,83.15813,0,7.23,60.12332799,0,1801.14,1302.22422,6.57465225000002,1.55877675776439,"TP",236276,1919.55869153565,1829.2157516948,"AUP"
"107",236344,1951,"Less than 6m","UP",626,"TP",2,5.060715,0,1.446,3.658896945,0,361.3036,261.2225028,6.57465225000002,1.55877675776439,"TP",236344,385.058055266731,366.935516541766,"AUP"
"108",251139,1951,"12-24m","APW",234,"TR",2,39.1554,281.9932,1.446,28.3093542,203.8810836,57369.79,41478.35817,2.39416100000001,0.320256000000008,"DT",251139,58743.3151379619,57553.5201946624,"AUP"
"109",251263,1951,"6-12m","APW",234,"TR",30,225.90242,1401.106,21.69,163.32744966,1012.999638,286503.32,207141.90036,2.39416100000001,0.320256000000008,"DT",251263,293362.670751145,287420.864072499,"AUP"
"110",251360,1951,"12-24m","I",234,"TR",24,1434.40177,9023.2106,17.352,1037.07247971,6523.7812638,1780351.93,1287194.44539,16.251524,12.105744,"DT",251360,2069686.25118841,1995876.77694486,"I"
"111",251428,1951,"24-50m","I",234,"TR",28,9423.322,21744.062,20.244,6813.061806,15720.956826,4417505,3193856.115,16.251524,12.105744,"DT",251428,5135416.8852762,4952276.8464872,"I"
"112",264063,1951,"Less than 6m","APW",534,"TR",3,3.965586,29.10316,2.169,2.867118678,21.04158468,5967.244,4314.317412,17.9952073269108,12.4078771976814,"DT",264063,7041.06192950264,6707.65230760601,"AUP"
"113",266416,1951,"12-24m","I",616,"TR",14,482.636,2103.4101,12.8925062,444.4562587388,1937.01626824233,416705.8,383741.57929114,2.556129,2.96160899999998,"DT",266416,427357.337798482,429046.996476322,"I"
"114",267170,1951,"Less than 6m","UP",626,"TR",1,2.530357,0,0.723,1.829448111,0,180.6518,130.6112514,26.9104289510246,4.64316257568991,"DT",267170,229.265974287747,189.03975676991,"AUP"
"115",287562,1951,"12-24m","I",616,"TRS",150,5087.044,19305.757,138.133995,4684.6247364052,17778.5422727281,3822896.6,3520479.86553278,2.556129,2.96160899999998,"DT",287562,3920614.76863261,3936115.84976629,"I"
"116",31025,1952,"6-12m","APW",534,"GN",7,24.652206,189.20849,5.061,17.823544938,136.79773827,38794.87,28048.69101,21.6733282408484,17.3020221648926,"NT",31025,47203.0095157104,45507.1670062413,"AUP"
"117",31093,1952,"Less than 6m","APW",534,"GN",3,3.5351908,24.050931,2.169,2.5559429484,17.388823113,4939.151,3571.006173,21.6733282408484,17.3020221648926,"NT",31093,6009.62940854115,5793.72400077751,"AUP"
"118",31161,1952,"6-12m","UP",534,"GN",3,9.435676,0,2.169,6.821993748,0,744.8823,538.5499029,21.6733282408484,17.3020221648926,"NT",31161,906.323085886981,873.762000648362,"AUP"
"119",31222,1952,"Less than 6m","UP",534,"GN",49,41.899897,0,35.427,30.293625531,0,12258.832,8863.135536,21.6733282408484,17.3020221648926,"NT",31222,14915.7288978542,14379.8578297969,"AUP"
"120",34310,1952,"6-12m","APW",616,"GN",130,1300.245,7184.1337,119.716129,1197.3869088585,6615.82059063421,1461381.18,1345776.13740809,8.25885551301999,3.65873571901245,"NT",34310,1582074.54015067,1514849.25522359,"AUP"
"121",34433,1952,"12-24m","I",616,"GN",226,6663.214,25685.09,208.1218858,6136.1091290662,23653.227290897,5097579.6,4694326.89985668,8.25885551301999,3.65873571901245,"NT",34433,5518581.33382518,5284086.56563029,"I"
"122",34606,1952,"Less than 6m","UP",616,"GN",227,204.3,0,209.0427791,188.13850119,0,145416.2,133912.80429146,8.25885551301999,3.65873571901245,"NT",34606,157425.913850524,150736.594450631,"AUP"
"123",36126,1952,"6-12m","UP",626,"GN",37,305.4203,0,26.751,220.8188769,0,6664.2191,4818.2304093,21.6733282408484,17.3020221648926,"NT",36126,8108.57718023231,7817.26376579901,"AUP"
"124",36194,1952,"Less than 6m","UP",626,"GN",78,196.643925,0,56.394,142.173557775,0,14090.8418,10187.6786214,21.6733282408484,17.3020221648926,"NT",36194,17144.7961952127,16528.842371456,"AUP"
"125",50268,1952,"6-12m","UP",626,"GU",1,8.315813,0,0.723,6.012332799,0,180.114,130.222422,6.21544523715616,2.14515879110004,"OT",50268,191.308887034451,183.977731305002,"AUP"
"126",62369,1952,"6-12m","UP",626,"HL",3,24.94744,0,2.169,18.03699912,0,540.3421,390.6673383,59.3366932166502,8.47951173472767,"HL",62369,860.963234197405,586.160471777174,"AUP"
"127",86058,1952,"6-12m","APW",534,"LL",7,23.360229,214.46645,5.061,16.889445567,155.05924335,43973.702,31792.986546,24.8322347033069,5.92510995706865,"HL",86058,54893.3548883727,46579.1921956937,"AUP"
"128",86126,1952,"Less than 6m","APW",534,"LL",2,2.2133288,14.530298,1.446,1.6002367224,10.505405454,2987.061,2159.645103,24.8322347033069,5.92510995706865,"HL",86126,3728.81499825095,3164.04764873471,"AUP"
"129",86194,1952,"6-12m","UP",534,"LL",7,20.546956,0,5.061,14.855449188,0,1738.0586,1256.6163678,24.8322347033069,5.92510995706865,"HL",86194,2169.65739083301,1841.04048316829,"AUP"
"130",86254,1952,"Less than 6m","UP",534,"LL",59,50.42772,0,42.657,36.45924156,0,14760.634,10671.938382,24.8322347033069,5.92510995706865,"HL",86254,18426.0292785761,15635.2177948605,"AUP"
"131",88307,1952,"6-12m","APW",616,"LL",89,1186.31,6254.1793,81.9595037,1092.464930723,5759.43181436869,1270778.48,1170251.38801618,9.39156556209115,5.90268836089447,"HL",88307,1390124.47409815,1345788.57343171,"AUP"
"132",88430,1952,"12-24m","I",616,"LL",177,5282.5133,20582.266,162.9981141,4864.63110513089,18954.0708582178,4087896.6,3764516.59003278,9.39156556209115,14.1588532183631,"HL",88430,4471814.0892995,4666695.87931246,"I"
"133",88544,1952,"Less than 6m","UP",616,"LL",113,101.7,0,104.0609429,93.65484861,0,72387.82,66661.458439606,9.39156556209115,5.90268836089447,"HL",88544,79186.1695742685,76660.6474258453,"AUP"
"134",116150,1952,"6-12m","UP",534,"Multiple",1,2.77782,0,0.723,2.00836386,0,248.2941,179.5166343,10.2837993843855,2.14491407396427,"OT",116150,273.828167127266,253.619795095723,"AUP"
